date,event_name,event_date,GPR_custom,F3_raw,GPR,GPR_zscore,N,mean_tone,BTC,Gold,TLT,DXY,SP500,NASDAQ,VIX,fear_greed,fg_label,fear_greed_lag1
2019-01-18,hormuz_crisis,2019-06-13,-0.7762587090004717,0.9682690930245448,112.83,0.1506892368404614,448,-3.302460346992678,-0.005649816019732142,-0.007541886222843759,-0.005255527281775565,0.002806473944679403,0.01309691283985578,0.010219384517698674,17.799999237060547,29.0,Fear,28.0
2019-01-22,hormuz_crisis,2019-06-13,-0.5070411556222214,1.4100255021213317,144.77,0.673922442496594,559,-3.980229338642123,-0.014668165057360526,0.00093607242112592,0.006752038213659928,-0.00041521269553680814,-0.014258476827972471,-0.019308552581686445,20.799999237060547,27.0,Fear,29.0
2019-01-23,hormuz_crisis,2019-06-13,-0.9481605559855844,0.6861970598738872,58.19,-0.7444097724598228,491,-2.162647249469867,-0.005411671839448025,0.0004677078286435974,-0.000415497544309938,-0.0018709110514125024,0.002200489919450871,0.0007703412345865474,19.520000457763672,33.0,Fear,27.0
2019-01-24,hormuz_crisis,2019-06-13,-0.1280215703592746,2.031954974631869,91.32,-0.2016822801809353,1058,-3.441970283677438,0.004381431105509742,-0.003122319355127618,0.006544370907443514,0.004981285979845186,0.001374780110977555,0.006764925935189553,18.889999389648438,37.0,Fear,33.0
2019-01-25,hormuz_crisis,2019-06-13,-0.2671321192342731,1.8036898568215125,91.14,-0.2046309958045452,873,-3.542367287194718,-0.00030542026954499585,0.01420559407819777,-0.004800554100148206,-0.008420420470173488,0.008452867700518018,0.012838756110327301,17.420000076293945,35.0,Fear,37.0
2019-01-28,hormuz_crisis,2019-06-13,-0.8948696905464728,0.7736415116142464,101.15,-0.0406496436248993,424,-2.7680574654675767,-0.036584411822387315,0.0038464543970783884,-0.0009960581546652656,-0.00041767689169542764,-0.007877775848708898,-0.011112631817476794,18.8700008392334,35.0,Fear,35.0
2019-01-29,hormuz_crisis,2019-06-13,-0.5151672947996108,1.3966914010652216,101.45,-0.0357351175855493,688,-3.318888449362221,-0.006456126661071388,0.0044433742087311885,0.005053177137715089,0.0007308002093346978,-0.0014573079351148383,-0.008132432213352268,19.1299991607666,21.0,Extreme Fear,35.0
2019-01-30,hormuz_crisis,2019-06-13,-0.5209980314914379,1.3871238031465545,173.69,1.147682752689936,728,-3.148224232031239,0.010978782970954,0.0012987078392666725,-0.0007439251347491996,-0.005022016904459742,0.015429609891560045,0.021784832765876307,17.65999984741211,22.0,Extreme Fear,21.0
2019-01-31,hormuz_crisis,2019-06-13,-0.6326031472670807,1.2039920772868755,148.14,0.7291289516719589,951,-2.212382978264956,-0.008176606850343018,0.007453583981655651,0.008563254542613233,0.0025142009416812875,0.008560648809767757,0.01364160551103814,16.56999969482422,17.0,Extreme Fear,22.0
2019-02-01,hormuz_crisis,2019-06-13,-0.6811909848155907,1.1242647772952183,113.57,0.1628117344041914,710,-2.6039405013634136,0.00868238253365107,-0.002123892768155545,-0.008315218000992209,0.0,0.0008982065848071141,-0.0024571160296978757,16.139999389648438,23.0,Extreme Fear,17.0
2019-02-04,hormuz_crisis,2019-06-13,-0.5677661568348622,1.3103824508363202,179.98,1.2507239819816414,653,-3.2499396941030407,-0.008288761421215832,-0.0019762666158226303,-0.004474288031646933,0.0028208412648959165,0.006753381117479676,0.011452807845096613,15.729999542236328,27.0,Fear,23.0
2019-02-05,hormuz_crisis,2019-06-13,-0.5719142935908731,1.303575814438421,106.41,0.0455183795983709,695,-3.0721534736944536,0.0020802425249583987,-7.616332988273438e-05,0.004556974231982096,0.002604846526007075,0.0046973704373502,0.00739548370868154,15.569999694824219,21.0,Extreme Fear,27.0
2019-02-06,hormuz_crisis,2019-06-13,-0.5767743204968813,1.2956010445648702,103.1,-0.0087052243691243,1038,-2.2265689374513262,-0.015287693750092953,-0.0035826933617428332,0.000495847601843161,0.0033243298888583233,-0.0022269157175087858,-0.0036272138731508357,15.380000114440918,14.0,Extreme Fear,21.0
2019-02-07,hormuz_crisis,2019-06-13,-0.4926416582924509,1.4336534942540022,92.48,-0.182679446162115,613,-3.746481867706005,-0.004196583300843028,-7.634929554701608e-05,0.006588206731346341,0.000933022066781138,-0.009401193202230233,-0.011856642123861078,16.3700008392334,18.0,Extreme Fear,14.0
2019-02-08,hormuz_crisis,2019-06-13,-0.9556964643162053,0.6738314627512496,62.35,-0.6762616780475024,370,-2.7176895902060965,0.07569393609415692,0.0032785106548437006,0.004259132021351267,0.0013460758169269156,0.0006759725660127,0.00135057281614435,15.720000267028809,37.0,Fear,18.0
2019-02-11,hormuz_crisis,2019-06-13,-0.6598041115685737,1.1593582851622044,96.53,-0.1163333446308897,722,-2.6489697204492204,-0.005016847229195202,-0.005113111682841348,-0.0039308520448621005,0.004336590952711256,0.0007088518038183947,0.0013281722557409628,15.970000267028809,46.0,Fear,37.0
2019-02-12,hormuz_crisis,2019-06-13,-0.2925029174105776,1.762059166111918,69.22,-0.5637190317463869,874,-3.4575035725800207,0.0013963105132088508,0.001681791706648733,-0.002546977407761476,-0.0036125185613491797,0.012807852902838604,0.014497801185621979,15.430000305175781,38.0,Fear,46.0
2019-02-13,hormuz_crisis,2019-06-13,-0.4104532094879918,1.5685157034877415,88.73,-0.2441110216539903,834,-3.193294353322939,-0.0058905436608690425,0.001221448744417649,-0.003791310005741105,0.004333458874714606,0.0030194315937109753,0.0007765104030215458,15.649999618530273,48.0,Neutral,38.0
2019-02-14,hormuz_crisis,2019-06-13,-0.1967815553911254,1.919127398212504,76.54,-0.4438045963862462,1026,-3.327375005366334,-0.004190873583172263,-0.0007631840122664169,0.005681619657390876,-0.0015454528449521325,-0.0026551633836986214,0.0008850497556546418,16.219999313354492,48.0,Neutral,48.0
2019-02-15,hormuz_crisis,2019-06-13,-0.1457001348665619,2.0029463937398475,145.11,0.6794922386745241,974,-3.613435789893552,0.0010859628225890826,0.0063167961332353875,0.0015588667723894774,-0.0006189292360145267,0.010820004664957538,0.006102289082795742,14.90999984741211,43.0,Fear,48.0
2019-02-19,hormuz_crisis,2019-06-13,-0.9502685829682004,0.6827380193379562,116.57,0.2119569947976916,636,-1.7305274139489295,0.08628175799766252,0.01655293261183519,0.0025381562991346296,-0.004135671078728945,0.0014976213265920058,0.0019198736191796573,14.880000114440918,65.0,Greed,43.0
2019-02-20,hormuz_crisis,2019-06-13,-0.2331961646757937,1.859375027557622,171.34,1.1091856320483608,1097,-3.06499654328188,0.013269765098495359,0.002385089610256545,-0.002866140186762045,-0.0007254982662519485,0.00177553356074094,0.00030713532323710325,14.020000457763672,59.0,Greed,65.0
2019-02-21,hormuz_crisis,2019-06-13,-0.7887542561620218,0.9477652738102368,116.55,0.2116293597284017,785,-2.024601830832331,-0.01149189028232773,-0.014849566751193068,-0.00897904597777292,0.0016575541361932384,-0.0035326693258413886,-0.0039280665652146555,14.460000038146973,59.0,Greed,59.0
2019-02-22,hormuz_crisis,2019-06-13,-0.882718048391102,0.7935810205200556,69.44,-0.5601150459841969,505,-2.4416573794477068,0.012917451356471413,0.004297478078310308,0.005940131534143889,-0.0010356097932493662,0.006390638694710404,0.009051766169176747,13.510000228881836,61.0,Greed,59.0
2019-02-25,hormuz_crisis,2019-06-13,-0.5901505692378906,1.2736520908771756,139.02,0.5797273600757186,715,-2.933186144462503,-0.031145228196265307,-0.0024857282115930447,-0.0029656551282262102,-0.0010366833928195224,0.0012311044497517107,0.0035698117574532147,14.850000381469727,47.0,Neutral,61.0
2019-02-26,hormuz_crisis,2019-06-13,-0.5973699185753097,1.2618059322619803,124.92,0.3487446362262674,691,-2.987740840068919,-0.007325399279809829,-0.0006035826876001255,0.004937862739938786,-0.004261777193198242,-0.0007907696728402984,-0.0006832942963663161,15.170000076293945,40.0,Fear,47.0
2019-02-27,hormuz_crisis,2019-06-13,-0.9449162564354616,0.6915205987788074,160.56,0.9325903297010502,408,-2.5588631758701017,-0.000859279158257992,-0.005600154350637701,-0.011393759862686918,0.0015612964367278633,-0.0005441974362980739,0.0006898870274924959,14.699999809265137,39.0,Fear,40.0
2019-02-28,hormuz_crisis,2019-06-13,-1.053979336365799,0.5125600742866704,162.63,0.9665005593725652,288,-2.588013429981056,0.0009701838898456305,-0.00372545752587554,-0.003410306214858219,0.00010402096583284309,-0.002829507598950442,-0.0029137586529924936,14.779999732971191,39.0,Fear,39.0
2019-03-01,hormuz_crisis,2019-06-13,-0.8352337827334683,0.8714974803581785,184.5,1.3247695076411818,459,-2.9106522977762515,0.0012440007407169633,-0.01257108687016906,-0.011396075898878626,0.0038403193442849287,0.006871656588713028,0.008305284558913564,13.569999694824219,42.0,Fear,39.0
2019-03-04,hormuz_crisis,2019-06-13,0.11162230528523,2.425184229702077,62.96,-0.6662688084341574,818,-5.013642892849523,-0.02572633664225412,-0.008988108902638492,0.00780690366580884,0.0015527307771561066,-0.003888107395255168,-0.002343686207766131,14.630000114440918,36.0,Fear,42.0
2019-03-05,hormuz_crisis,2019-06-13,-0.9810147218942636,0.6322869853874117,103.08,-0.0090328594384143,377,-2.5081928626555445,0.035213632013154125,-0.0021817437163371535,0.002088293852074777,0.0017568151060931927,-0.001132173489706859,-0.0001596893960870817,14.739999771118164,35.0,Fear,36.0
2019-03-06,hormuz_crisis,2019-06-13,-0.8509223071176976,0.8457543365362481,81.01,-0.3705781583999309,429,-2.9953030397661906,0.0019403387629408418,0.00225955480956854,0.003664858760896641,0.0002065276936401051,-0.00654547360412503,-0.009340823081353283,15.739999771118164,42.0,Fear,35.0
2019-03-07,hormuz_crisis,2019-06-13,-0.7727264818494236,0.9740650894697276,91.1,-0.2052862659431253,539,-2.835482060452561,0.0019299650258204676,-0.0008564453784477475,0.00646392232514697,0.008224528920454022,-0.008158911138331157,-0.011316234048727796,16.59000015258789,56.0,Greed,42.0
2019-03-08,hormuz_crisis,2019-06-13,-0.6929745529399308,1.1049292374107065,55.01,-0.796503748476933,687,-2.6287079662987227,-0.0026502747112911442,0.010229437404707756,0.00420395576078404,-0.0030762475136783527,-0.0021339641314536495,-0.001796383950066561,16.049999237060547,54.0,Neutral,56.0
2019-03-11,hormuz_crisis,2019-06-13,-0.8460875579354935,0.8536876284439021,44.9,-0.9621232760030288,481,-2.738440906061701,0.0010493249311858874,-0.0063423145671770475,-0.0029656551282262102,-0.0015417190249468634,0.014559535563489445,0.020035137147738583,14.329999923706055,56.0,Greed,54.0
2019-03-12,hormuz_crisis,2019-06-13,-0.2628927110916748,1.8106462595310289,101.32,-0.0378647455359345,821,-3.7323483777309088,0.0010055701480762823,0.0058024995240326446,0.006988136185471093,-0.002884208571455564,0.002948965727805163,0.004352707516611882,13.770000457763672,56.0,Greed,56.0
2019-03-13,hormuz_crisis,2019-06-13,-0.7790987240357666,0.963608940564092,115.26,0.1904968977591967,548,-2.766050314550613,-0.00062410552370009,0.008602826665778341,-0.001886061718755151,-0.0040312151193654016,0.0069255467570192835,0.006876600348556077,13.40999984741211,54.0,Neutral,56.0
2019-03-14,hormuz_crisis,2019-06-13,-0.5252952357033789,1.380072563440964,66.67,-0.605492503080862,599,-3.6764838211855912,0.00450815746490209,-0.01084248805070627,-0.007249433571433124,0.0024826521373223884,-0.0008683993315961826,-0.001636734405823722,13.5,55.0,Greed,54.0
2019-03-15,hormuz_crisis,2019-06-13,-0.7165007969443423,1.066325257319105,61.12,-0.6964112348088375,439,-3.701515372117805,0.009268473031698707,0.006473530758076257,0.006592550138228437,-0.0019649671972771826,0.0049725194084307206,0.007522455238329687,12.880000114440918,55.0,Greed,55.0
2019-03-18,hormuz_crisis,2019-06-13,-0.5774873088992479,1.294431108977815,79.94,-0.3881066346069461,744,-2.8867353397046047,0.017914264468173954,-0.0011529150377441156,-0.0005751115036424826,-0.0008285194454623186,0.0036990967989080333,0.003369499891196651,13.100000381469727,56.0,Greed,55.0
2019-03-19,hormuz_crisis,2019-06-13,-0.649102570632009,1.176918337382488,107.43,0.0622277681321611,654,-2.915256082479247,0.009547038273958657,0.0036079961480897727,-0.0022213727400122174,-0.0014515232624028693,-0.00013057007992675946,0.001226836656803406,13.5600004196167,56.0,Greed,56.0
2019-03-20,hormuz_crisis,2019-06-13,-0.8440608258451523,0.8570132729986331,60.31,-0.7096804551150825,446,-2.934362414789516,0.003992356946232674,-0.0034542348680875576,0.010406064014582037,-0.0064535991568705165,-0.002948696740769673,0.0006497179270455389,13.90999984741211,55.0,Greed,56.0
2019-03-21,hormuz_crisis,2019-06-13,-0.8051898780279704,0.92079622515176,88.87,-0.2418175761689603,560,-2.595321227666576,-0.014328401790338464,0.004296773002431159,0.0021984021074458885,0.007697924787051676,0.010794015494689354,0.014130533089684925,13.630000114440918,62.0,Greed,55.0
2019-03-22,hormuz_crisis,2019-06-13,-0.6726459941847203,1.1382861675407323,122.84,0.3146705890201072,767,-2.477143884114768,-0.0013307952232004976,0.0042021684654013165,0.015415370680813103,0.0015532130970757159,-0.019156827134273257,-0.025359159175434083,16.479999542236328,56.0,Greed,62.0
2019-03-25,hormuz_crisis,2019-06-13,-0.3206221373149927,1.7159186174897982,51.39,-0.8558056960184233,704,-4.001790780057997,-0.015249427623961429,0.007822366697732926,0.001600488095386825,-0.000828090623340484,-0.000839372833310059,-0.0006714414289255697,16.329999923706055,46.0,Fear,56.0
2019-03-26,hormuz_crisis,2019-06-13,-0.1239628602625066,2.038614871712926,88.73,-0.2441110216539903,834,-4.150355233272889,0.005538472822803469,-0.005765872414879459,-0.000719884351610625,0.0017588144939775642,0.007157052947934055,0.0070428589082249925,14.680000305175781,43.0,Fear,46.0
2019-03-27,hormuz_crisis,2019-06-13,-0.5501937726700835,1.3392168014590498,80.9,-0.3723801512810258,608,-3.523607855251225,0.02526980216177766,-0.0033534245976774187,0.009160138188727896,0.00031004889038054257,-0.00465514327659887,-0.0062785274328739996,15.149999618530273,44.0,Fear,43.0
2019-03-28,hormuz_crisis,2019-06-13,-0.473094281969446,1.465728589890808,81.35,-0.365008362222001,617,-3.8096675984484194,-0.004403784140031825,-0.015463611608309486,0.0034826282744497053,0.004433685866674073,0.0035830547152617266,0.00336848712689225,14.430000305175781,49.0,Neutral,44.0
2019-03-29,hormuz_crisis,2019-06-13,-0.6006142687066813,1.2564823103587912,77.67,-0.4252932149713612,675,-3.032641834931957,0.007166825802505177,0.002477894338452264,-0.0009485780726097957,0.0008227255998030354,0.006711706043324668,0.007812481518906644,13.710000038146973,50.0,Neutral,49.0
2019-04-01,hormuz_crisis,2019-06-13,-0.2771378661619363,1.7872715260788452,65.45,-0.6254782423075521,684,-4.26727555626976,0.014487790832901016,-0.0035639423656812787,-0.016506890906620445,-0.00030842317095490464,0.011502195518044496,0.012802445061177807,13.399999618530273,62.0,Greed,50.0
2019-04-02,hormuz_crisis,2019-06-13,-0.5519433378601325,1.336345957317803,60.65,-0.7041106589371525,639,-3.3740781829275166,0.1600419797683949,0.0012410609495414877,0.001847578357524772,0.0011304724497337901,1.7455554858152623e-05,0.002523319325419172,13.359999656677246,60.0,Greed,62.0
2019-04-03,hormuz_crisis,2019-06-13,-0.796796542812327,0.9345687655328796,83.97,-0.3220881681450108,859,-1.8588873681035063,0.018907492969508402,-7.750345753043755e-05,-0.00870553500791527,-0.00277710928494477,0.002146072420089187,0.00595265346648279,13.739999771118164,71.0,Greed,60.0
2019-04-04,hormuz_crisis,2019-06-13,-0.8647716320810342,0.8230291167745847,72.57,-0.5088401576403118,496,-2.571485403554324,-0.010150461847883017,-0.0006979909589999726,0.002829591639991114,0.0022633880815973464,0.0020824652429942735,-0.0004776006710264243,13.579999923706055,61.0,Greed,71.0
2019-04-05,hormuz_crisis,2019-06-13,-0.9269062754845352,0.7210729976211095,71.19,-0.5314469774213217,453,-2.43582309721093,0.022870127391310363,0.0010855427915747453,0.0012908112460297669,0.0009244925696552881,0.004625717623099122,0.005926582643182982,12.819999694824219,59.0,Greed,61.0
2019-04-08,hormuz_crisis,2019-06-13,-0.1138197817428312,2.0552585485007584,96.83,-0.1114188185915398,1231,-3.110647110254505,0.04902759131296943,0.005178717793829374,-0.0035538560147094986,-0.003599885254366485,0.0010469117505236662,0.0019115783287113528,13.180000305175781,65.0,Greed,59.0
2019-04-09,hormuz_crisis,2019-06-13,-0.2488851952717643,1.8336310530978737,167.54,1.0469349688832603,1098,-3.020496236442073,-0.016163226787921488,0.004921969848964953,0.0031506833796556425,-0.0004122530663143874,-0.0060859764356695385,-0.00562311873661748,14.279999732971191,64.0,Greed,65.0
2019-04-10,hormuz_crisis,2019-06-13,-0.4216763969400933,1.550099686681829,76.35,-0.4469171295445014,847,-3.1175216457336647,0.02271680293391717,0.004286905162995197,0.002416785352460402,-0.0006187377829022478,0.003471837754499924,0.006924824333652936,13.300000190734863,62.0,Greed,64.0
2019-04-11,hormuz_crisis,2019-06-13,-0.5350184531121714,1.3641178325793373,104.2,0.0093147044418258,622,-3.521903777487961,-0.050075525287191475,-0.015783520778201384,-0.0058911175674375765,0.002369581907057722,3.8122340342693696e-05,-0.002121769944313565,13.020000457763672,65.0,Greed,62.0
2019-04-12,hormuz_crisis,2019-06-13,-0.6430248852972488,1.1868911508763085,103.63,-2.2895032939330683e-05,490,-3.7471969385794623,0.004934263167637184,0.0015508688265574986,-0.007148149017218199,-0.0021632672131551888,0.0065875783895457275,0.0046198176162883,12.010000228881836,42.0,Fear,65.0
2019-04-15,hormuz_crisis,2019-06-13,-0.6724767026503607,1.1385639563378251,56.67,-0.7693100377258628,501,-3.526963703212044,-0.004416949710274032,-0.002948653274649578,0.00252395970391497,-0.0003094093029720691,-0.0006295672443571088,-0.0010213414234804842,12.319999694824219,60.0,Greed,42.0
2019-04-16,hormuz_crisis,2019-06-13,-0.4540969363372106,1.4969011456307963,124.46,0.3412090296325972,811,-3.115754814024424,0.032703409546246745,-0.011096521695962844,-0.006280898863422997,0.0010310184683860466,0.0005092283251399622,0.003032031790185138,12.180000305175781,50.0,Neutral,60.0
2019-04-17,hormuz_crisis,2019-06-13,0.2970258477546678,2.7294110608554254,67.7,-0.588619297012427,1038,-4.690658371364471,0.003123420280683767,-0.00031438575044829805,0.0004090731149460532,-0.00030918607641405036,-0.0022764008207388597,-0.0005188574642089053,12.600000381469727,61.0,Greed,50.0
2019-04-18,hormuz_crisis,2019-06-13,-0.8403319330437655,0.8631319761559012,54.6,-0.803220267397378,462,-2.8665357768054807,0.008805048106448882,-0.00023578221145405452,0.005221086914174943,0.004730562879087752,0.0015778468242496745,0.00024758823693415245,12.09000015258789,64.0,Greed,61.0
2019-04-22,hormuz_crisis,2019-06-13,1.239556049436576,4.275999506279979,95.93,-0.1261623967095897,3849,-3.1259091734513125,0.01887920025162341,0.0012571507671187557,-0.00481224344913762,-0.001951245203493584,0.0010115058169329091,0.0021494551701109537,12.420000076293945,61.0,Greed,64.0
2019-04-23,hormuz_crisis,2019-06-13,1.0689760075145265,3.9960964099273033,156.5,0.8660804106351797,3025,-3.346585456385545,0.03153767871024236,-0.0033034095568352825,0.0021235073248008,0.0029766603225857232,0.008802351174995391,0.013082637882782815,12.279999732971191,68.0,Greed,61.0
2019-04-24,hormuz_crisis,2019-06-13,0.4505719921835132,2.9813634040157626,88.27,-0.2516466282476605,1943,-3.285920608809345,-0.019479346575944603,0.004872652719189608,0.008125501783174244,0.005417285024899872,-0.0021941686030362366,-0.002318962535970844,13.140000343322754,65.0,Greed,68.0
2019-04-25,hormuz_crisis,2019-06-13,0.0370000542868642,2.3027373192904013,99.63,-0.0655499088909396,1334,-3.2878524077183786,-0.047660910406896226,0.00023521249854262027,-0.0014577286825211882,0.0010188332664601654,-0.0003690417402728576,0.002055450919248558,13.25,58.0,Greed,65.0
2019-04-26,hormuz_crisis,2019-06-13,-0.5280693626866532,1.3755205260305805,129.57,0.4249197898361926,881,-2.682235348129595,0.013123813423158957,0.0071074422097751645,0.003398046749706628,-0.0019366482063220283,0.004674350323304823,0.0034084988535381315,12.729999542236328,41.0,Fear,58.0
2019-04-29,hormuz_crisis,2019-06-13,0.0505486450471251,2.3249690672855463,68.81,-0.5704355506668318,1600,-2.9205666196390623,-0.006078961482854035,-0.004915203051928451,-0.006401196221109478,-0.001531643979169652,0.0010709485042338864,0.0018947710434763067,13.109999656677246,42.0,Fear,41.0
2019-04-30,hormuz_crisis,2019-06-13,-0.1708504423878393,1.961677503955869,49.37,-0.8888968380167134,1188,-3.047581730242696,0.019508686623198813,0.0032795166444519316,0.005108089815215963,-0.003890628903807604,0.0009509646987914453,-0.008176090186001683,13.119999885559082,42.0,Fear,42.0
2019-05-01,hormuz_crisis,2019-06-13,-0.1441353920901683,2.0055139646184394,61.52,-0.6898585334230374,1079,-3.347223907942177,0.009665964737195984,-0.001091977625138958,0.0020197946427718285,0.0021519614620567028,-0.00753044585029134,-0.005667393827094567,14.800000190734863,51.0,Neutral,42.0
2019-05-02,hormuz_crisis,2019-06-13,-0.073506950854724,2.121407472262187,186.33,1.3547481164812172,1148,-3.380336431563216,0.018809979754905393,-0.009172635638250213,-0.0047733108669962224,0.0014320725298226226,-0.0021262446486827887,-0.0016001233101155714,14.420000076293945,50.0,Neutral,51.0
2019-05-03,hormuz_crisis,2019-06-13,-0.2009350250195154,1.9123120111572909,70.15,-0.5484840010244018,973,-3.4526477859822164,0.04666729598003433,0.007454230729596022,0.002834403661255613,-0.0031738464360480108,0.00959212747891747,0.015706981339672476,12.869999885559082,63.0,Greed,50.0
2019-05-06,hormuz_crisis,2019-06-13,1.0300019751505791,3.932144307365368,134.99,0.5137088936137832,2462,-3.726675782329175,-0.0037311795802016327,0.0019524392904874438,0.0027456718602739084,0.0,-0.004481013189072523,-0.004998995611691835,15.4399995803833,57.0,Greed,63.0
2019-05-07,hormuz_crisis,2019-06-13,0.3112029341447153,2.752674101086398,122.51,0.3092646103768222,1716,-3.296253787485992,0.01428706601857112,0.001403437671793296,0.007632067252092264,0.001127344355029096,-0.016649488088905522,-0.01983402862848363,19.31999969482422,69.0,Greed,57.0
2019-05-08,hormuz_crisis,2019-06-13,0.7932549564892751,3.5436684761432984,56.74,-0.7681633149833478,2993,-2.9862015192439424,0.025899955314045275,-0.003199484212726764,-0.0043310404949178614,-0.00010237651057280918,-0.0016067153894199682,-0.002569918952175665,19.399999618530273,63.0,Greed,69.0
2019-05-09,hormuz_crisis,2019-06-13,0.4755837459014944,3.022404942240221,167.13,1.0402184499628155,1700,-3.6423348366288817,0.031601133315537946,0.0031994842127267375,0.0040909253948480774,-0.0025642353960980972,-0.0030259986619282898,-0.004128953381632481,19.100000381469727,69.0,Greed,63.0
2019-05-10,hormuz_crisis,2019-06-13,0.1990503319394812,2.5686440101827968,135.96,0.5295991944743483,1625,-3.19241743919966,0.03255511923946928,0.0017125578011547432,-0.0013617831254311577,-0.0004108979470948254,0.003713394069918638,0.0008024117576354412,16.040000915527344,71.0,Greed,69.0
2019-05-13,hormuz_crisis,2019-06-13,1.9317238153213945,5.411770717751532,130.95,0.4475266096172026,2361,-5.264219443518387,0.20304639975180214,0.011137886677169313,0.007825042673004764,-0.00010277047172739629,-0.024426469138497504,-0.03468872811374894,20.549999237060547,78.0,Extreme Greed,71.0
2019-05-14,hormuz_crisis,2019-06-13,1.842958469460188,5.266116543468225,248.68,2.376150444992797,2953,-4.4728466731651,0.022709207625678487,-0.004162195438771078,-0.002947174388077138,0.002155495688218043,0.007983987523216093,0.011373546070427369,18.059999465942383,78.0,Extreme Greed,78.0
2019-05-15,hormuz_crisis,2019-06-13,1.6940605454714412,5.021791419055484,184.76,1.3290287635419518,3024,-4.206379523879424,0.02602089592487963,0.0012351199225512385,0.006123496406742866,0.0004100555243534865,0.005821994327723055,0.011269862258100203,16.440000534057617,77.0,Extreme Greed,78.0
2019-05-16,hormuz_crisis,2019-06-13,1.5110637100160882,4.7215137295348,158.54,0.8994991877027598,2555,-4.37396088208122,-0.03981349360704293,-0.008755371943979367,-0.0033354396794110994,0.0027633879572475633,0.008855957116499086,0.009656428485821406,15.289999961853027,75.0,Greed,77.0
